"Code tiers","Nom de l'association","Sigle de l'association","Descriptif","Adresse 1","Adresse 2","Code postal","Ville","Telephone","Mail","Site Internet","Code catégorie","Libellé catégorie","Code sous-catégorie","Libellé sous-catégorie","Site","Adresse du site","Horaires d'ouverture","Permanences","Public visé"
"00025567","Alliance des familles franco-chinoises","AFFC","Cours de chinois pour enfants, sorties et rencontres pour les familles chinoises, franco-chinoises et françaises intéressées par la culture chinoise.","8 Salvador Allende","","69100","Villeurbanne","","familles@affclyon.org","","0000000006","Relations internationales","00000275","Cultures","","","","",""
"00025569","La cocotte prod.","","Conception et mise en oeuvre de projets culturels.","16 rue Pailleron","","69004","Lyon","","lacocotteprod@free.fr","www.lacocotteprod.com","0000000002","Culture","00000008","Théâtre/lettres/philosophie","","","","",""
"00025570","Les petits frères des pauvres","","Aide et soutien aux pauvres et en priorité aux personnes âgées isolées ou en précarité.","2 rue Saint-Gervais","","69008","Lyon","04 72 78 52 52","","www.petitsfreres.asso.fr","0000000007","Solidarités","00000276","Action sociale","Centre social de la Ferrandière, centre social des Buers, Espace 44","","","",""
"00025575","Bibliothèque sonore de Lyon et du Rhône","ADV-BSL","Assurer un service public de la lecture et de la culture pour les personnes empêchées de lire (déficients visuels et certaines catégories d'handicaps moteurs).","78 bis rue Antoine Charial","","69395","Lyon","04 72 34 66 00","69L@advbs.fr","www.bslyon.fr","0000000007","Solidarités","00000021","Personnes en situation de handicap","Au siège social","","lundi et jeudi de 14h à 18h","","déficients visuels"
"00025576","Amnesty International - relais réfugiés Lyon","AIF","Accueillir les demandeurs d'asile afin de les aider dans leurs démarches (constitution dossier OFPRA et dossiers de recours auprès de la CNDA).","76 boulevard de la Villette","","75940","Paris","01 53 38 65 65","amnesty.lyoncentre@gmail.com","www.amnesty.fr","0000000007","Solidarités","00000018","Défense des droits et intérêts","Palais du travail","9 place Lazare Goujon","","Mardi, mercredi et jeudi de 14h à 18h",""
"00025604","AADN - Arts et Cultures Numériques","AADN","Développement des Arts et Cultures Numériques à Villeurbanne, Lyon et en Rhône-Alpes.  AADN mêle actions de terrain et démarche théorique, création artistique et développement culturel en liant et interrogeant art, société et technologies numériques.","2 rue d'arménie","","69003","Lyon","09 50 21 85 21","contact@aadn.org","www.aadn.org","0000000002","Culture","00000009","Média/communication","","","","",""
"00025605","Daï Chi","","Organisation de stages et ateliers de danse; production et diffusion de spectacles vivants; promotion et gestion de la compagnie de danse orientale.","120 rue Anatole France","","69 602","Villeurbanne","","association.daichi@orange.fr","","0000000010","Danse","00000033","Danse diverse","","","","",""
"00025606","Association française pour les enfants précoces","AFEP","Ateliers une fois par mois ou tous les deux mois, pour les parents et enfants : groupe de parole pour les parents et jeux pour les enfants.","Hôtel de ville","111 boulevard Carnot","78110","Le Vesinet","","secretariat@afep.asso.fr","","0000000004","Education / Formation","00000273","Accompagnement éducatif/réussite scolaire","","","","",""
"00025608","Teguerer","","Création, réalisation et production d’oeuvres chorégraphiques incluant des danseurs professionnels et/ou amateurs et d’autres disciplines artistiques. Enseignement de la danse.","CCO Jean-Pierre Lachaize","39 rue George Courteline","69100","Villeurbanne","06 41 15 24 36","teguerer@gmail.com","","0000000010","Danse","00000033","Danse diverse","","","","","Tout public"
"00025629","Ecole du Panda Agile","EPA","Ecole de TaïChi Chuan et de Qi Gong. Promotion des arts énergétiques internes.","55B rue de la filature","","69100","Villeurbanne","06 36 30 98 01","pandaagile@gmail.com","www.pandaagile.com","0000000032","Sport","00000293","Arts martiaux internes / Disciplines énergétiques","Collège Jean Macé","","mardi de 18h30 à 21h00 et jeudi 18h45 à 21h00","","plus de 16 ans"
"00025644","Union de la Région de Bandrani","URDB","Aide aux Comores et plus particulièrement à la région de Bandrani concernant la santé : envoi de médicaments et aide financière.","100 rue du 8 mai 1945","","69100","Villeurbanne","","","","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00025665","Association CUltures et IDentités européennes","CUID","Promouvoir la culture européenne auprès des étudiants","Bureau d'Allemand, centre des Humanités","1 rue des Humanités","69100","Villeurbanne","","marine.bernascini@insa-lyon.fr","","0000000006","Relations internationales","00000275","Cultures","","","","","étudiants"
"00025586","Groupe de recherche Rhône-Alpes sur les infrastructures et l'eau","GRAIE","Mobilisation et mise en relation des acteurs de la gestion de l'eau (organisation de conférences, rédaction d'ouvrages, etc.).","66 boulevard Niels Borh","","69603","Villeurbanne","04 72 43 83 68","asso@graie.org","www.graie.org","0000000001","Cadre de vie / vie de quartier","00000001","Développement durable","","","","","collectivités locales, bureaux d'étude, organismes de recherche, industriels, associations..."
"00025601","La chambre noire - Théâtre","","Production, création et diffusion de spectacles vivants; médiation culturelle et formation artistique; organisation d'évènements publiques.","22 rue Pizay","","69001","Lyon","","raphael_patout@yahoo.fr","raphaelpatout.wordpress.com","0000000002","Culture","00000008","Théâtre/lettres/philosophie","Au siège social","","","",""
"00025615","Compagnie she'meres","","Création, promotion et diffusion de spectacles chorégraphiques professionnels et amateurs. Organisation de projets socioculturels en lien avec les quartiers populaires.","Chez Madame PINARCI","19 cours de la République","69100","Villeurbanne","","compagnieshemeres@gmail.com","www.shemeres.fr","0000000010","Danse","00000033","Danse diverse","CCVA","234 cours Emile Zola","mardi de 14h30 à 16h, atelier femmes","","tout public"
"00025632","Dorémi & you","","Promotion du chant et de la musique du monde. Production de spectacles, conseil, formation, gestion de groupes.","23 rue Marcel Dutartre","","69100","Villeurbanne","","doremiandyoulyon@gmail.com","","0000000002","Culture","00000007","Musique/chant","Eglise Sacré coeur","40 avenue Lacassagne, 69003 Lyon","lundi de 20h00 à 22h00","","adolescents et adultes"
"00025642","Bel air enchanteur","","Chant, chorale.","Maison de quartier des Brosses","241 rue Nicolas Garnier","69100","Villeurbanne","","belairenchanteur@yahoo.fr","","0000000002","Culture","00000007","Musique/chant","Lycée Alfred de Musset","","Jeudi de 20h à 21h30","",""
"00025666","Best Lyon (Board of European Students of Technology Lyon)","BEST Lyon","Organisation d'évènements dans le but de regrouper des élèves-ingénieurs de toute l'Europe autour d'activités culturelles et académiques.","20 Avenue Albert Einstein","Maison Des Etudiants  de l'Insa - Bâtiment 608","69100","Villeurbanne","","best.asso@insa-lyon.fr","","0000000006","Relations internationales","00000275","Cultures","","","","",""
"00025668","La BAND'AS","","Fanfare de l'INSA de Lyon : animations d'évènements festifs.","Bâtiment le Thélème - INSA de Lyon","20 Avenue Albert Einstein","69621","Villeurbanne","","contact.bandas@gmail.com","","0000000002","Culture","00000007","Musique/chant","Au siège social (amphithéâtre Capelle)","","Lundi de 19h30 à 21h30 et période scolaire","",""
"00025685","Monsam","","Prévenir les accidents de la route liés à l’alcool au volant, en proposant l’accompagnement et/ou le raccompagnement au domicile lors de soirées festives.","60 rue Octavie","","69100","Villeurbanne","07 82 91 11 97","contact@associationmonsam.fr","","0000000007","Solidarités","00000276","Action sociale","","","","",""
"00025707","Néo-Groove","","Promotion de la culture urbaine douce au travers de la danse et de la musique : spectacles, stages, cours de danse, voyages et rencontres entre artistes et publics.","280 rue Francis de Pressensé","","69100","Villeurbanne","06 52 93 17 44","heniche@gmail.com","","0000000010","Danse","00000030","Danses urbaines","","","","",""
"00025708","Espace des affluences","","Promotion de toutes activités dans le domaine du social, de l'éduction et du culturel, visant le bien-être et l'épanouissement de l'individu.","73b rue Francis-de-Pressensé","","69100","Villeurbanne","04 37 47 84 19","espace.des.affluences@gmail.com","","0000000008","Vie sociale","00000024","Actions socio-éducatives","Au siège social","","du lundi au vendredi de 9h30 à 18h00","",""
"00025531","Un monde rond","","Cours de Wutao : art corporel créé à Paris, qui réunit des pratiques énergétiques orientales et occidentales. Il s’agit de travailler sur la conscience corporelle, tout en respectant son corps.","Centre culturel et de la vie associative","234 cours Emile Zola","69100","Villeurbanne","","contact@unmonderond.com","unmonderond.com","0000000032","Sport","00000293","Arts martiaux internes / Disciplines énergétiques","Centre social du Tonkin, CCVA","","lundi de 18 h 45 à 19 h 45 mercredi 18 h 00  à 19 h 00","","adultes, tous et enfants pour l'éveil corporel"
"00025578","Collectif des Maliens de la Région Rhône-Alpes","CMRA","Informer sur la situation politique du Mali et soutenir le pays depuis la France en réalisant des actions d'information ou de communication (conférences, meetings, etc.).","Centre culturel et de la vie associative","234 cours Emile Zola","69100","Villeurbanne","09 50 20 79 70","associationcmra@gmail.com","","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00025580","Education en héritage","","Promotion d'un modèle éducatif alternatif, soucieux de l'éthique, élaboration et diffusion d'outils nécessaires à une éducation alternative, mise en place d'un café solidaire à Villeurbanne.","150 rue du 4 août","","69100","Villeurbanne","","eehinternational@gmail.com","www.educationenheritage.com ; www.caravanserail-cafe.com","0000000008","Vie sociale","00000024","Actions socio-éducatives","Caravanserail café","","du lundi au dimanche de 9h à 22h ouverture du café au public : du mardi au samedi de 9h30 à 17h00","","tout public"
"00025651","Association du master infectiologie de Lyon","AMIL","Promouvoir le master infectiologie auprès des industries pharmaceutiques, des entreprises biotechnologiques et des laboratoires publiques. Aider les étudiants en recherche de stage et d'emploi.","Bâtiment Astrée","43 boulevard du 11 novembre 1918","69100","Villeurbanne","","asso.amil@gmail.com","sites-google.com/site/assoamil","0000000004","Education / Formation","00000274","Amicales/associations élèves et anciens élèves","","","","",""
"00025618","Association humanitaire et culturelle franco-libyenne","","Aider les libyens à l'intérieur et à l'extérieur de la Libye, aider les réfugiés et les étudiants libyens dans leurs démarches administratives.","150 rue du 4 août","","69100","Villeurbanne","","m.ashour@live.fr","","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00025690","Sonbela","","Promotion de la danse africaine.","1 rue du professeur Galtier","","69100","Villeurbanne","04 72 57 49 85","sonbela.asso@gmail.com","sonbela.blogspot.fr","0000000010","Danse","00000033","Danse diverse","CCVA","234 cours Emile Zola","Mercredi après-midi de 14h00 à 17h00","",""
"00025692","Alizé Rhône","","Favoriser, diffuser et réaliser des initiatives susceptibles de promouvoir et valoriser la promotion et la diffusion de la culture et de l’art africain ; échanges entre les pays du sud et du nord ; fourniture de matériel scolaire en Afrique.","8 passage du Ténor","","69100","Villeurbanne","09 73 63 30 21","hadietoua@hotmail.fr","","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00025693","Pour un sourire d'enfant - Lyon","PSE","Aide à l'enfance en difficulté dans le monde et plus précisement au Cambodge (en coordination avec l'association nationale du même nom).","17 chemin du plan du Loup","","69110","Sainte-Foy-lès-Lyon","04 78 34 72 05","lyon@pse.ong","www.pse.ong","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00025694","Dynamic Danse Afrocaraibéenne","","Organiser des cours et spectacles de danse afrocaraïbéenne moderne.","72 rue Henri Legay","","69100","Villeurbanne","06 85 98 61 80","dynamicdansecaraibeene957@gmail.com","","0000000010","Danse","00000033","Danse diverse","Maison de quartier des Brosses","","Mardi et jeudi 19h-21h","",""
"00025697","Co-naissance","","Fournir un cadre structuré permettant à ses membres d'élargir leurs connaissances en toute convivialité, en mettant en lien le monde économique, culturel et celui de la jeunesse. Faciliter les rapports interpersonnels, le développement pro et personnel.","29 rue Frédéric Mistral","","69100","Villeurbanne","04 72 12 03 68","myriam.abtroun@gmail.com","","0000000008","Vie sociale","00000024","Actions socio-éducatives","","","","",""
"00025699","Semelle de vent","","Rencontres et échanges interculturels et mélanges de genres artistiques autour du spectacle-vivant.","Toï Toï le Zinc","17-19 rue Marcel Dutartre","69100","Villeurbanne","","semelledevent.adm@gmail.com","","0000000002","Culture","00000008","Théâtre/lettres/philosophie","","","","",""
"00025711","Collectif petit travers","","Développement de la création artistique dans le domaine du spectacle vivant (cirque, danse, théâtre, musique), de l'écriture, des arts plastiques et graphiques. Sensibilisation des publics et transmission pédagogique.","L'établi","36 rue Emile Decorps","69100","Villeurbanne","04 72 12 72 73","administration@collectifpetittravers.org","collectifpetittravers.org","0000000002","Culture","00000008","Théâtre/lettres/philosophie","Au siège social","","","",""
"00025713","Les arts hachés","","Développement de tout ce qui a trait à la pratique et à la promotion du spectacle vivant et audiovisuel sous toutes ses formes.","101 route de Genas","","69100","Villeurbanne","","lesartshaches69@gmail.com","","0000000002","Culture","00000008","Théâtre/lettres/philosophie","Maison Berty Albrecht","14 place Grandclément","le jeudi de 19h à 21h","",""
"00025714","NSX adoption","","Aide et soutien aux personnes nées sous X dans leurs démarches administratives et juridiques pour retrouver un ou plusieurs membres de leurs familles biologiques.","119 avenue Paul Krüger","","69100","Villeurbanne","","nsxadoption@hotmail.fr","","0000000007","Solidarités","00000020","Familles","","","","",""
"00025723","Soleillance","","Favoriser l'apprentissage et le développement de potentiels humains et relationnels en proposant diverses activités corporelles à la recherche du bien-être.","Villa Chazière","17 rue Pernon","69004","Lyon","","biodanza.soleillance@yahoo.fr","","0000000010","Danse","00000034","Expression corporelle","Caravanserail café","150 rue du 4 août 1789","Mardi de 19h30 à 21h30","",""
"00025627","Villeurbanne GRS","","Encourager, favoriser, développer la pratique de la gymnastique rythmique sportive.","88 rue Greuze","","69100","Villeurbanne","","villeurbanne.grs@gmail.com","villeurbannegrs.sportsregions.fr","0000000032","Sport","00000303","Gymnastique - activités gymniques et associées","Locaux du Lycée F. Faÿs","","Mercredi 18h00-20h00","","à partir de 8 ans"
"00025631","Les cités d'or","","Favoriser l'insertion du plus grand nombre, notamment les jeunes et les personnes marginalisées, à travers l'identification et la diffusion de compétences dont tout individu a besoin pour être pleinement acteur de sa vie et au sein de la société.","36 rue Burdeau","","69001","Lyon","06 62 14 52 73","contact@lescitesdor.fr","","0000000008","Vie sociale","00000024","Actions socio-éducatives","CCO de Villeurbanne","39 rue Georges Courteline","mercredi et jeudi de 9h00 à 13h00","",""
"00025727","Aguidem","","Agir pour une Guinée de demain : actions pour l'émancipation des femmes et jeunes filles, lutte contre l'excision, accompagnement des femmes répudiées et mères célibataires, actions autour de l'éducation et de la santé.","Centre culturel oecuménique Jean-Pierre Lachaize","39 rue Georges Courteline","69100","Villeurbanne","","aguidem69@gmail.com","association-aguidem.com","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","Au siège social","","Dimanche à 18h","",""
"00025728","Communauté guinéenne en Rhône-Alpes","CGRA","Favoriser le soutien et les relations entre les ressortissants guinées dans la région Rhône-Alpes, développer l'amitié franco-guinéenne par des échanges culturels, monter des projets au profit de la Guinée, lutter contre l'échec scolaire.","Centre culturel et de la vie associative","234 cours Emile Zola","69100","Villeurbanne","","communauteguineenne@gmail.com","www.cgra.fr","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00025729","La Volière","","Création et diffusion d'oeuvres de spectacle vivant ainsi que la promotion auprès du plus grand nombre des arts du spectacle vivant.","9 bis rue Jean-Pierre Brédy","","69100","Villeurbanne","06 87 12 86 29","voliere.theatre@gmail.com","","0000000002","Culture","00000008","Théâtre/lettres/philosophie","","","","","Tout public"
"00025731","La Fabrique Fastidieuse","","Création de spectacles vivants (danse, théâtre, musique, scénographie)","CCO Jean-Pierre Lachaize","39 rue Georges Courteline","69100","Villeurbanne","06 01 79 59 87","lafabriquefastidieuse@gmail.com","www.lafabriquefastidieuse.com","0000000010","Danse","00000031","Danse contemporaine","","","","","Tous publics"
"00025732","Cour et jardin","","Promotion de la création artistique et de l'évènementiel par le biais du théâtre amateur.","Centre culturel et de la vie associative","234 cours Emile Zola","69100","Villeurbanne","","malzingre@yahoo.fr","","0000000002","Culture","00000008","Théâtre/lettres/philosophie","Au siège social","","2e et 3e dimanche de 14h à 18h","",""
"00025739","Niodema","","Entraide entre les membres sénégalais de l'association, organisation annuelle de sorties associatives, consolidation des liens.","274 rue André Philip","","69003","Lyon","","association.niodema@gmail.com","","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00025743","La boîte à lumières","","Promotion des actions de solidarité locale et internationale portées par tous types de structures (collectivités, associations, ONG...) par le biais de créations artistiques.","13 rue des Charmettes","","69100","Villeurbanne","","laboitealumieres@gmail.com","portraitssonores.org","0000000008","Vie sociale","00000023","Actions socio-culturelles","","","","",""
"00025746","Ambiances et jeux","","Promotion du jeu sous toutes ses formes (hormis les jeux d'argent) comme médiateur dans l'échange et la création de lien, dans le soutien à la parentalité et dans la rencontre intergénérationnelle et pluriculturelle.","Chez Florent MORTIER","103 route de Genas","69100","Villeurbanne","","florent.mortier@wanadoo.fr","www.facebook.com/Ambiancesetjeux","0000000005","Loisirs","00000014","Jeux/collections","","","","",""
"00025748","Monnaie de singe","","Diffusion de créations culturelles à tous les publics, à travers le média théâtre. Création, diffusion, formations, stages, interventions.","Centre culturel et de la vie associative","234 cours Emile Zola","69100","Villeurbanne","06 84 54 08 85","ciemonnaiedesinge@gmail.com","www.monnaiedesinge.fr","0000000002","Culture","00000008","Théâtre/lettres/philosophie","","","","","Tous public"
"00025568","Yebo","","Cours de biodanza : favoriser le développement humain à partir de la danse, en mettant en lien le corporel, le relationnel et l'émotionnel.","113 rue Francis-de-Pressensé","","69100","Villeurbanne","","yebo.biodanza@gmail.com","biodanzavilleurbanne.wix.com/biodanza-yebo","0000000010","Danse","00000028","Danses latines","Clapolé dance center","22bis rue Pierre Bressat","jeudi de 20h00 à 22h00","","adultes à partir de 18 ans"
"00025677","Ligue Rhône-Alpes du sport d'entreprise","LRAFFSE","Maintenir, favoriser et développer la pratique de différentes disciplines sportives dans la sphère de l'entreprise.","237 rue Leon Blum","","69100","Villeurbanne","04 72 15 30 52","ligue-ra@ffse.fr","www.ffse.fr/ligues/rhonealpes","0000000032","Sport","00000307","Institutions - domaine sportif","","","","","personnel d'entrerpise - 18 ans minimum"
"00025679","Association des Comoriens de Moidja Hamahamet en France","ACMHF","Entraide, organisation d'évènements culturels, aide au développement de la région de Moidja Hamahamet aux Comores.","8 rue de la Convention","","69100","Villeurbanne","","","","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00025688","Perhimpunan Pelajar Indonesia di Lyon","PPI","Fédérer les étudiants d'Indonésie de Lyon ainsi que les anciens étudiants pour promouvoir la culture indonésienne.","4 bis rue Victor Jara","","69100","Villeurbanne","04 26 00 65 17","ppi.di.lyon@gmail.com","ppi-di-lyon.blogspot.com","0000000006","Relations internationales","00000275","Cultures","","","","",""
"00025691","L'Ost du Lyon","","Promouvoir le patrimoine culturel immatériel de Moyen-Âge et de la Renaissance (la danse en particulier).","62 avenue Saint-Exupéry","","69100","Villeurbanne","06 14 09 69 19","christelle.dalle@ostdulyon.fr","ostdulyon.fr","0000000002","Culture","00000005","Patrimoine/cultures traditionnelles","","","","",""
"00025709","Féminissime orient","","Découverte des danses et musiques orientales et fusions, création d'un festival et/ou dîner, spectacle annuel dédié entièrement à celles-ci.","Centre culturel et de la vie associative","234 cours Emile Zola","69100","Villeurbanne","","ghaziya@hotmail.fr","www.orienterdanse.fr","0000000010","Danse","00000033","Danse diverse","Centre culturel oecuménique Jean-Pierre Lachaize","39 rue Georges Courteline","samedi et dimanche de 13h30 à 17h00","",""
"00025712","Les FasCinés Production","","Conception, pré-production, production et post-production vidéo et photographie.","5 rue Alexandre Boutin","","69100","Villeurbanne","06 50 86 79 04","contact.les.fascines@gmail.com","lesfascines.fr","0000000002","Culture","00000009","Média/communication","Au siège social","","Toute la semaine: 8h - 12h / 13h - 18h","","Tout public"
"00025715","L'école de la seconde chance","","Apprentissage des bases de lecture et d'écriture aux personnes adultes illétrées.","119 avenue Paul Krüger","","69100","Villeurbanne","09 84 14 36 83","lecoledelasecondechance@hotmail.fr","","0000000004","Education / Formation","00000012","Défense/promotion/soutien de l'enseignement","","","","",""
"00025722","Tendance comédie","","Création, organisation et production de spectacles vivants.","17 avenue Roger Salengro","","69100","Villeurbanne","","","","0000000002","Culture","00000008","Théâtre/lettres/philosophie","","","","",""
"00025741","Terres et cultures solidaires","","Actions de coopération dans la région de Sine Saloum au Sénégal, création et développement de microprojets.","33 place Grandclément","","69100","Villeurbanne","","terresetculturessolidaires@gmail.com","www.terresetculturessolidaires.fr","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00025740","Compagnie Voltaïk","","Promotion de la danse hip hop.","55 rue de la Filature","","69100","Villeurbanne","","cie.voltaik@gmail.com","","0000000010","Danse","00000030","Danses urbaines","","","","",""
"00025745","Sinelo Flamenco","","Promotion de la culture flamenca, organisation et développement de la pratique des disciplines du flamenco.","Centre culturel oecuménique Jean-Pierre Lachaize","39 rue Georges Courteline","69100","Villeurbanne","","contact@sineloflamenco.com","www.sineloflamenco.com","0000000010","Danse","00000028","Danses latines","","","","",""
"00025751","Blick - Atelier de création photographique","","Le regard dans une double perspective: comme instrument de compréhension de la réalité et comme outils d'expression créative.","Chez Dimitri COULON","64 rue Saint Pierre de Vaise","69009","Lyon","06 98 07 56 36","blickphotographie@gmail.com","www.blickphotographie.fr","0000000002","Culture","00000006","Arts plastiques","","","","","Tout public"
"00025753","Culture de classe","","Lutte contre le racisme, le sexisme et l'homophobie à travers différentes actions (concerts, etc.)","chez Axel FESTAS","31 rue Château Gaillard","69100","Villeurbanne","06 98 45 78 91","axelfestas@gmail.com","","0000000007","Solidarités","00000022","Lutte contre les discriminations","","","","",""
"00025758","Amicale des anciens de Delle-Alsthom","","Réunion des anciens de l'entreprise Delle-Alsthom : voyages et loisirs.","25 rue François Mole","","69100","Villeurbanne","04 78 85 81 05","","","0000000008","Vie sociale","00000023","Actions socio-culturelles","","","","",""
"00025759","Art en soi","","Amélioration de l'état psychologique des personnes fragiles par le biais de l'art thérapie.","40 rue Dr Fleury Papillon","","69100","Villeurbanne","","associationartensoi@gmail.com","","0000000007","Solidarités","00000017","Santé","","","","",""
"00025763","4 vents association","","Chant polyphonique et monodique du monde. Atelier individuel, collectif, technique, vocal.","103 rue Pierre Voyant","","69100","Villeurbanne","06 26 85 87 86","stephane.lovato@free.fr","www.4vents-asso.fr","0000000002","Culture","00000007","Musique/chant","","","","",""
"00025809","La passerelle d'eau de Robec","","Epicerie sociale et solidaire (Notre marché autrement) donnant accès à tous à une alimentation choisie, équilibrée et de qualité ; ateliers d'information et de sensibilisation sur la nutrition et la santé, la vie quotidienne, la citoyenneté.","21 rue des Capucins","","69001","Lyon","04 72 87 07 16","direction.pedr@sfr.fr","http://www.eauderobec.org","0000000007","Solidarités","00000276","Action sociale","Villeurbanne","231 cours Emile Zola","tous les jours sauf vendredi et samedi après midi et dimanche","","Personnes en difficulté financière"
"00025809","La passerelle d'eau de Robec","","Epicerie sociale et solidaire (Notre marché autrement) donnant accès à tous à une alimentation choisie, équilibrée et de qualité ; ateliers d'information et de sensibilisation sur la nutrition et la santé, la vie quotidienne, la citoyenneté.","21 rue des Capucins","","69001","Lyon","04 72 87 07 16","direction.pedr@sfr.fr","http://www.eauderobec.org","0000000007","Solidarités","00000276","Action sociale","Lyon 1er","21 rue des Capucins","tous les jours sauf vendredi et samedi après midi et dimanche","","Personnes en difficulté financière"
"00025532","Vive la TASE (textile, art, science, énergie)","","Préservation et mise en valeur de l’usine TASE et plus généralement de tout patrimoine industriel et de la mémoire ouvrière.","13, avenue Bataillon-Carmagnole-Liberté","","69120","Vaulx-en-Velin","","vivelatase@gmail.com","vivelatase.blogspot.fr","0000000002","Culture","00000005","Patrimoine/cultures traditionnelles","","","","",""
"00025542","Fédération SOS suicide Phenix France","","Accueillir les personnes qui ont tenté ou sont tentées de se suicider ainsi que leurs proches.","Palais du travail","9 place Lazare Goujon","69100","Villeurbanne","","federation@sos-suicide-phenix.org","www.sos-suicide-phenix.org","0000000007","Solidarités","00000017","Santé","","","","",""
"00025638","Amicale laïque Antonin Perrin - section Parcours","ALAP parco","Activités de loisirs, organisation de randonnée de découverte: visite de sites naturels et des différents lieux du patrimoine.","14 rue Antonin Perrin","","69100","Villeurbanne","04 78 03 20 31","alap.villeurbanne@wanadoo.fr","www.alap-asso.fr","0000000032","Sport","00000311","Randonnée - marche","","","","","à partir de 10 ans"
"00025607","Les cousines d'Averroes","","Favoriser le multiculturalisme à travers des spectacles, expositions et groupes de réflexion.","149 A rue Francis de Pressensé","","69100","Villeurbanne","04 78 85 35 82","esther_benstadler@club-internet.fr","","0000000002","Culture","00000008","Théâtre/lettres/philosophie","CCO","39 rue Georges Courteline","","",""
"00025609","Radio Made in Turkey","MIT","Web radio pour tous les turcophiles français, les franco-turcs, les turcs et tous ceux qui s'intéressent à la Turquie.","22 rue Arago","","69100","Villeurbanne","04 26 64 85 99","bilgi@radiomit.com","www.radiomit.com","0000000002","Culture","00000009","Média/communication","","","","","français, turc, franco-turc et turcophiles"
"00025622","Collectif PPCMART","","Production et diffusion de spectacles vivants.","7 avenue Antoine Dutrievoz","","69100","Villeurbanne","","info@ppcmart.fr","www.ppcmart.fr","0000000002","Culture","00000008","Théâtre/lettres/philosophie","Au siège social","","","",""
"00025633","Facilitation pour les organisations en responsabilité sociale et evironnementale","FORSE","Contribution au développement de la responsabilité sociale et environnementale dans les organisations (entreprises, collectivités, associations).","1 rue Raymond Terracher","","69100","Villeurbanne","","contact@forse-rse.org","www.forse-rse.org","0000000003","Economie / Emploi","00000282","Création d'entreprise/développement économique","","","","","entreprises et autres organisations professionnelles de la RSE"
"00025757","Union Rhône-Alpes de parachutistes","URAP","Rassembler les anciens parachutistes militaires, développer l'assistance et l'entraide et le devoir de mémoire.","166 avenue Roger Salengro","","69100","Villeurbanne","","rapace69@sfr.fr","","0000000009","Anciens combattants / résistants","00000026","Anciens combattants","Centre culturel et de la vie associative","234 cours Emile Zola 69100 Villeurbanne","1er samedi du mois à 11h00","",""
"00025764","Association Turbulence","","Services à l'étudiant ( information, aide aux projets étudiants, organisation de manifestation à caractère culturel,représenter et défendre les étudiants...)","43 Boulevard du 11 novembre 1918","","69622","Villeurbanne","04 72 44 62 10","contact@turbu.fr","http://turbu.fr","0000000004","Education / Formation","00000274","Amicales/associations élèves et anciens élèves","Université Claude Bernard","","","",""
"00025766","Franchino","","Promouvoir l'échange culturel entre la France et la Chine : apprentissage du chinois, organisation d'activités culturelles chinoises pour faire connaître les coutûmes chinoises.","139 avenue Roger Salengro","","69100","Villeurbanne","07 78 35 25 78","ecole.franchino@gmail.com","ecole-chinois.jimdo.com","0000000006","Relations internationales","00000275","Cultures","","","","",""
"00025767","Tennis à 2 rebonds","T2R","Promouvoir le tennis handisport et apporter des solutions aux personnes ayant un handicap.","146 avenue Roger Salengro","","69100","Villeurbanne","06 79 04 09 59","t2r.tennis@free.fr","www.t2r-handicap.fr","0000000032","Sport","00000305","Handisport - sport adapté","","","","","personnes en situation de handicap"
"00025769","Agir, former, inventer et répondre aux réalités de l'autisme","AFIRRA","Proposer aux familles d'autistes, enfants en particulier, des solutions alternatives et dans ce but, initier et gérer des dispositifs d'accompagnement à la vie citoyenne et  de logement.","39 rue Bellecombe","","69006","Lyon","04 82 33 33 48","contact@afirra.org","www.afirra.org","0000000007","Solidarités","00000017","Santé","Au siège social","","","",""
"00025770","Association des professionnels de la Place Grandclément","APPG","Défendre les intérêts communs de ses adhérents et contribuer à la dynamisation commerciale de la place Grandclément en réalisant des animations communes et en mettant en oeuvre tous les moyens nécessaires à leur réalisation.","Maison Berty Albrecht","14 place Grandclément","69100","Villeurbanne","04 78 54 34 01","k.hannequau@hotmail.fr","","0000000001","Cadre de vie / vie de quartier","00000004","Vie de quartier","","","","",""
"00025771","Bolémusica","","Faire connaître le travail des artistes regroupés autour du collectif mexicain Bolé (circassiens, musiciens, peintres, cinéastes et écrivain) à travers des concerts et expositions.","66 rue Frédéric Faÿs","","69100","Villeurbanne","06 59 43 85 12","concertbole@gmail.com","","0000000006","Relations internationales","00000275","Cultures","Au siège social","","le lundi","",""
